Category,Rating,Reviews,Installs,Type,Price,Content Rating,Genres,Days_Since_Update,Size_MB
EDUCATION,4.0,430,10000,Free,0,Everyone,Education,4115,0.513671875
FAMILY,4.1,217736,10000000,Free,0,Everyone,Casual;Pretend Play,2632,87.0
ART_AND_DESIGN,4.0,18,1000,Free,0,Everyone,Art & Design,2765,3.6
GAME,4.6,2027,100000,Free,0,Teen,Adventure,2768,56.0
FAMILY,1.7,1172,10000,Free,0,Everyone,Education,2929,5.6
AUTO_AND_VEHICLES,2.6,5,1000,Free,0,Everyone,Auto & Vehicles,2718,9.0
GAME,4.5,214819,5000000,Free,0,Everyone,Puzzle,2635,91.0
LIFESTYLE,3.7,41941,10000000,Free,0,Everyone,Lifestyle,2635,14.0
GAME,4.2,369203,50000000,Free,0,Everyone,Casual;Pretend Play,2739,24.0
NEWS_AND_MAGAZINES,4.4,291901,10000000,Free,0,Mature 17+,News & Magazines,2645,4.3
SPORTS,4.3,2486,500000,Free,0,Everyone,Sports,2635,18.0
PRODUCTIVITY,4.2,60840,5000000,Free,0,Everyone,Productivity,2695,1.9
FINANCE,4.7,3290,50000,Free,0,Everyone,Finance,2696,12.0
FAMILY,5.0,3,100,Free,0,Everyone,Education,2633,4.0
COMMUNICATION,4.0,9498,1000000,Free,0,Everyone,Communication,3418,0.115234375
BUSINESS,4.4,72202,1000000,Free,0,Everyone,Business,2670,6.7
SOCIAL,3.7,138026,5000000,Free,0,Mature 17+,Social,3517,2.7
SPORTS,4.2,80900,1000000,Free,0,Everyone,Sports,2640,21.0
FAMILY,4.5,4251,1000000,Free,0,Everyone,Education,2729,13.0
GAME,4.4,4067651,100000000,Free,0,Everyone 10+,Strategy,2659,69.0
FAMILY,3.5,91,10000,Free,0,Everyone,Education,2751,25.0
PHOTOGRAPHY,2.0,16,1000,Free,0,Everyone,Photography,2717,17.0
MAPS_AND_NAVIGATION,4.1,132792,10000000,Free,0,Everyone,Maps & Navigation,2913,62.0
HOUSE_AND_HOME,4.0,2382,500000,Free,0,Everyone,House & Home,3845,5.9
TOOLS,4.1,533,100000,Free,0,Everyone,Tools,3008,1.4
FAMILY,3.8,39,1000,Free,0,Everyone,Education,2856,2.9
ENTERTAINMENT,3.6,2639,100000,Free,0,Everyone,Entertainment,2808,8.5
TOOLS,4.2,12147,1000000,Free,0,Everyone,Tools,3917,0.115234375
GAME,4.4,7412,100000,Paid,$4.99,Teen,Strategy,2730,84.0
FAMILY,4.1,135,1000,Paid,$4.84,Everyone,Education,4255,4.9
TOOLS,4.3,56,1000,Paid,$0.99,Everyone,Tools,4151,2.0
MEDICAL,4.4,3786,50000,Free,0,Everyone,Medical,2649,28.0
SHOPPING,4.7,10318,1000000,Free,0,Everyone,Shopping,2676,32.0
COMMUNICATION,4.8,6,10,Free,0,Everyone,Communication,2661,21.0
FAMILY,4.6,807155,10000000,Free,0,Teen,Simulation,2635,93.0
DATING,4.1,15081,1000000,Free,0,Mature 17+,Dating,2639,38.0
HEALTH_AND_FITNESS,2.4,577,50000,Free,0,Everyone,Health & Fitness,2731,3.7
FAMILY,4.7,557,10000,Free,0,Everyone,Education,3660,6.7
MEDICAL,4.2,10710,100000,Free,0,Everyone,Medical,2662,8.5
TOOLS,4.1,65597,10000000,Free,0,Everyone,Tools,3093,2.4
FAMILY,4.3,4551,500000,Free,0,Everyone,Simulation,2851,79.0
PHOTOGRAPHY,3.7,42,5000,Free,0,Everyone,Photography,3698,11.0
LIBRARIES_AND_DEMO,4.2,23859,1000000,Free,0,Everyone,Libraries & Demo,4005,0.83984375
FAMILY,5.0,43,1000,Free,0,Everyone,Education,2760,3.3
FAMILY,4.6,877576,10000000,Free,0,Everyone,Casual,3442,12.0
FAMILY,4.1,256,100000,Free,0,Teen,Entertainment,3773,2.5
HEALTH_AND_FITNESS,4.8,10,10,Free,0,Everyone,Health & Fitness,2682,4.0
SPORTS,4.2,42767,1000000,Free,0,Everyone,Sports,2639,72.0
FAMILY,4.4,539931,10000000,Free,0,Everyone,Simulation,2628,69.0
GAME,4.3,10485308,500000000,Free,0,Everyone,Casual,2701,24.0
FINANCE,5.0,4,50,Free,0,Everyone,Finance,2701,11.0
SPORTS,4.6,152867,10000000,Free,0,Everyone,Sports,2631,17.0
LIFESTYLE,3.9,18961,5000000,Free,0,Everyone,Lifestyle,3675,1.8
SHOPPING,4.4,2375,100000,Free,0,Everyone,Shopping,3270,1.1
GAME,4.2,3247,500000,Free,0,Teen,Action,3005,26.0
GAME,3.6,33,5000,Free,0,Teen,Casino,3054,71.0
LIFESTYLE,5.0,2,10,Free,0,Everyone,Lifestyle,2702,6.0
TOOLS,4.6,436615,10000000,Free,0,Everyone,Tools,2690,10.0
FOOD_AND_DRINK,3.6,145323,10000000,Free,0,Everyone,Food & Drink,2634,42.0
GAME,4.0,127831,10000000,Free,0,Teen,Card,2857,26.0
FAMILY,4.8,13,100,Free,0,Everyone,Entertainment,2632,6.0
TRAVEL_AND_LOCAL,3.2,86,10000,Free,0,Everyone,Travel & Local,2709,39.0
SHOPPING,4.4,9950,500000,Free,0,Everyone,Shopping,2647,15.0
GAME,4.3,2468915,50000000,Free,0,Teen,Action,2635,92.0
COMMUNICATION,3.8,9,100,Paid,$0.99,Everyone,Communication,3803,0.76171875
DATING,4.2,1059,100000,Free,0,Mature 17+,Dating,2639,18.0
SHOPPING,4.5,79261,5000000,Free,0,Everyone,Shopping,2631,57.0
FAMILY,4.0,856,10000,Paid,$399.99,Everyone,Entertainment,2707,8.7
COMMUNICATION,4.2,1044,100000,Free,0,Everyone,Communication,2696,3.5
SOCIAL,4.1,8,100,Free,0,Teen,Social,3016,4.4
SHOPPING,4.1,5618,500000,Free,0,Teen,Shopping,2717,4.6
DATING,3.1,31320,5000000,Free,0,Mature 17+,Dating,2635,53.0
FAMILY,4.5,1564,50000,Free,0,Everyone,Educational;Education,2701,35.0
TOOLS,4.1,4234,1000000,Free,0,Everyone,Tools,2701,1.9
GAME,4.5,2032,50000,Free,0,Teen,Card,2690,50.0
FAMILY,3.0,30,5000,Free,0,Everyone,Entertainment,4398,0.310546875
HEALTH_AND_FITNESS,4.5,27396,1000000,Free,0,Mature 17+,Health & Fitness,2649,59.0
BUSINESS,4.3,740,50000,Free,0,Everyone,Business,2630,19.0
BUSINESS,4.1,423,100000,Free,0,Everyone,Business,2688,20.0
PRODUCTIVITY,5.0,9,50,Free,0,Everyone,Productivity,2804,25.0
MEDICAL,5.0,2,10,Free,0,Everyone,Medical,2653,83.0
COMMUNICATION,4.0,122498,10000000,Free,0,Everyone,Communication,3697,0.0771484375
FINANCE,4.6,11066,500000,Free,0,Everyone,Finance,2647,9.1
BUSINESS,4.5,103755,10000000,Free,0,Everyone,Business,2654,14.0
COMMUNICATION,2.7,560,10000,Free,0,Everyone,Communication,2640,37.0
LIFESTYLE,4.1,18968,5000000,Free,0,Teen,Lifestyle,2730,32.0
TOOLS,4.5,474439,10000000,Free,0,Everyone,Tools,2669,7.9
BOOKS_AND_REFERENCE,4.2,27,10000,Free,0,Everyone,Books & Reference,2816,4.3
FAMILY,4.6,14014,1000000,Free,0,Everyone,Education;Education,2659,60.0
SPORTS,4.3,926,100000,Free,0,Everyone,Sports,2829,9.3
WEATHER,4.2,189310,10000000,Free,0,Everyone,Weather,2628,38.0
SHOPPING,4.5,6210998,100000000,Free,0,Everyone,Shopping,2631,15.0
VIDEO_PLAYERS,4.3,9966,1000000,Free,0,Everyone,Video Players & Editors,3121,5.5
PRODUCTIVITY,4.2,1623,100000,Free,0,Everyone,Productivity,2781,1.8
PERSONALIZATION,4.5,5783441,100000000,Free,0,Everyone,Personalization,2628,14.0
PERSONALIZATION,4.6,838,50000,Free,0,Teen,Personalization,2757,11.0
FAMILY,4.1,942,100000,Free,0,Everyone,Role Playing,3192,3.0
SHOPPING,4.5,72596,1000000,Free,0,Teen,Shopping,2631,19.0
GAME,4.3,213340,10000000,Free,0,Everyone,Adventure,2681,24.0
TOOLS,4.0,807,100000,Free,0,Everyone,Tools,2708,1.8
FAMILY,4.4,26545,1000000,Free,0,Everyone,Casual,2645,40.0
FAMILY,4.6,11872,100000,Free,0,Teen,Role Playing,2648,62.0
MEDICAL,2.3,11,500,Free,0,Everyone,Medical,2653,12.0
PERSONALIZATION,4.8,201,1000,Paid,$1.49,Everyone,Personalization,2630,68.0
ENTERTAINMENT,4.3,303,10000,Free,0,Teen,Entertainment,2863,44.0
FAMILY,4.4,6715,500000,Free,0,Mature 17+,Entertainment,2645,9.5
GAME,4.2,336386,10000000,Free,0,Everyone 10+,Action,2641,88.0
PRODUCTIVITY,4.5,57449,1000000,Free,0,Everyone,Productivity,2630,5.0
FAMILY,4.2,4,100,Free,0,Teen,Entertainment,3767,2.5
TOOLS,3.6,59,50000,Free,0,Everyone,Tools,4195,2.3
FAMILY,4.1,47576,1000000,Free,0,Everyone 10+,Simulation,3151,14.0
TOOLS,4.4,319,10000,Paid,$2.99,Everyone,Tools,2662,1.1
NEWS_AND_MAGAZINES,4.0,15443,1000000,Free,0,Teen,News & Magazines,2676,25.0
FINANCE,2.9,252,10000,Free,0,Everyone,Finance,2927,18.0
GAME,4.7,6187,100000,Free,0,Teen,Casino,2638,33.0
COMICS,4.6,4895,100000,Free,0,Everyone,Comics,2632,35.0
COMMUNICATION,3.3,78,10000,Free,0,Everyone,Communication,2756,2.5
FAMILY,4.5,762706,10000000,Free,0,Teen,Simulation,2757,28.0
SPORTS,3.9,76346,5000000,Free,0,Everyone,Sports,2640,14.0
GAME,4.3,8118937,500000000,Free,0,Everyone,Action,2660,62.0
GAME,4.5,70,1000,Free,0,Everyone,Board,2713,0.6748046875
TOOLS,3.9,336,50000,Free,0,Everyone,Tools,2635,27.0
FAMILY,4.2,38473,10000000,Free,0,Everyone,Casual;Pretend Play,2745,23.0
GAME,4.3,2233,1000000,Free,0,Everyone,Racing,2787,36.0
MEDICAL,4.1,21,1000,Free,0,Everyone,Medical,2684,20.0
FAMILY,4.3,39109,1000000,Free,0,Everyone,Entertainment,2857,4.0
FAMILY,4.2,11263,1000000,Free,0,Everyone,Entertainment;Music & Video,2723,35.0
FAMILY,5.0,22,1000,Free,0,Teen,Education,2668,8.6
FINANCE,4.0,5055,100000,Free,0,Everyone,Finance,2782,17.0
TOOLS,3.9,84,10000,Free,0,Everyone,Tools,2863,24.0
FINANCE,4.8,495,5000,Free,0,Everyone,Finance,2725,12.0
GAME,4.0,21,5000,Paid,$0.99,Everyone,Card,2958,14.0
FAMILY,4.7,17,1000,Free,0,Everyone,Puzzle,2942,2.4
GAME,4.1,10421284,100000000,Free,0,Everyone,Adventure,2642,85.0
FINANCE,4.2,21996,1000000,Free,0,Everyone,Finance,2646,14.0
MEDICAL,5.0,1,100,Free,0,Everyone,Medical,3118,27.0
PRODUCTIVITY,4.3,201718,10000000,Free,0,Everyone,Productivity,2654,35.0
GAME,4.4,1849,10000,Free,0,Everyone,Board,3649,37.0
FINANCE,4.5,1057,50000,Free,0,Everyone,Finance,2659,4.5
SPORTS,4.5,36255,1000000,Free,0,Everyone,Sports,2633,25.0
GAME,4.0,1287,50000,Free,0,Everyone,Word,4320,38.0
SPORTS,4.4,199739,10000000,Free,0,Everyone,Sports,2628,66.0
TOOLS,3.9,12,500,Free,0,Everyone,Tools,3058,2.5
FAMILY,4.6,29155,1000000,Free,0,Everyone,Educational;Pretend Play,2639,83.0
BOOKS_AND_REFERENCE,3.9,88,10000,Free,0,Everyone,Books & Reference,2756,5.3
GAME,4.8,230727,10000000,Free,0,Everyone,Word,2632,87.0
COMMUNICATION,4.3,76498,1000000,Free,0,Teen,Communication,2675,4.3
MEDICAL,2.8,66,50000,Free,0,Everyone,Medical,3278,1.2
LIFESTYLE,5.0,10,100,Free,0,Everyone,Lifestyle,3380,9.4
SOCIAL,4.1,34079,1000000,Free,0,Teen,Social,3138,1.3
FAMILY,4.0,532,100000,Free,0,Everyone,Educational,3054,6.5
HOUSE_AND_HOME,4.2,2543,100000,Free,0,Everyone,House & Home,2638,4.6
DATING,4.1,285838,10000000,Free,0,Mature 17+,Dating,2635,15.0
TOOLS,4.3,15618,1000000,Free,0,Everyone,Tools,2880,2.4
PERSONALIZATION,4.5,314,10000,Free,0,Everyone,Personalization,3325,11.0
SHOPPING,3.6,38,10000,Free,0,Everyone,Shopping,2664,1.1
GAME,4.2,5829,100000,Free,0,Teen,Strategy,2639,70.0
SOCIAL,4.1,382121,10000000,Free,0,Everyone,Social,2639,28.0
AUTO_AND_VEHICLES,4.3,542,100000,Free,0,Everyone,Auto & Vehicles,2634,33.0
GAME,4.5,43645,5000000,Free,0,Everyone,Arcade,2701,46.0
MEDICAL,3.2,45,5000,Paid,$3.99,Everyone,Medical,2892,21.0
FAMILY,3.8,45,10000,Paid,$2.49,Everyone,Entertainment,2649,47.0
SOCIAL,4.4,2349421,100000000,Free,0,Teen,Social,2638,39.0
FAMILY,4.3,2250,100000,Free,0,Everyone,Education,2886,30.0
MEDICAL,3.6,26,5000,Free,0,Everyone,Medical,3812,0.9521484375
GAME,4.5,100,1000,Paid,$3.99,Everyone,Adventure,3479,17.0
BOOKS_AND_REFERENCE,4.7,55011,1000000,Free,0,Everyone,Books & Reference,2905,68.0
GAME,4.6,8,100,Paid,$0.99,Teen,Action,3743,6.3
GAME,4.0,47151,5000000,Free,0,Everyone 10+,Action,2851,36.0
PRODUCTIVITY,3.8,8211,5000000,Free,0,Everyone,Productivity,2645,4.1
FINANCE,1.7,21,100,Paid,$4.99,Everyone,Finance,2916,21.0
BUSINESS,4.6,213,10000,Free,0,Everyone,Business,2745,3.8
FAMILY,4.2,5178,1000000,Free,0,Everyone,Simulation,2928,20.0
FAMILY,4.0,20421,1000000,Free,0,Teen,Puzzle,3710,31.0
TOOLS,4.1,10426,1000000,Free,0,Everyone,Tools,2811,7.2
PRODUCTIVITY,4.5,48,5000,Free,0,Everyone,Productivity,2642,26.0
SOCIAL,4.3,112223,1000000,Free,0,Mature 17+,Social,2660,34.0
TOOLS,4.3,32207,1000000,Free,0,Everyone,Tools,2983,3.4
FAMILY,4.2,18,1000,Free,0,Everyone,Entertainment,2815,37.0
BOOKS_AND_REFERENCE,3.9,314,50000,Free,0,Everyone,Books & Reference,3279,2.6
FAMILY,4.3,267787,10000000,Free,0,Everyone,Education,2635,21.0
LIFESTYLE,4.7,25,10000,Free,0,Teen,Lifestyle,3008,3.8
GAME,4.3,144040,5000000,Free,0,Teen,Action,2640,29.0
PRODUCTIVITY,4.3,596,50000,Free,0,Everyone,Productivity,2661,22.0
FAMILY,4.5,86,5000,Free,0,Teen,Entertainment,3141,8.6
GAME,4.4,28510,500000,Free,0,Teen,Card,2633,78.0
MAPS_AND_NAVIGATION,4.9,49,100,Free,0,Everyone,Maps & Navigation,2922,3.9
ENTERTAINMENT,4.5,235496,10000000,Free,0,Everyone,Entertainment;Brain Games,2636,13.0
LIFESTYLE,4.9,66,1000,Free,0,Everyone,Lifestyle,2647,8.1
BOOKS_AND_REFERENCE,4.6,2084,500000,Free,0,Everyone,Books & Reference,2709,6.7
FAMILY,4.0,328619,10000000,Free,0,Everyone,Casual;Creativity,2932,15.0
TOOLS,3.9,127,50000,Free,0,Everyone,Tools,3120,1.5
FAMILY,4.0,35,5000,Free,0,Everyone,Simulation,2630,48.0
GAME,4.1,11258,500000,Free,0,Mature 17+,Action,3234,44.0
GAME,4.5,776730,10000000,Free,0,Everyone 10+,Action,2639,49.0
FAMILY,4.6,2721923,10000000,Free,0,Teen,Simulation,2684,25.0
SOCIAL,4.4,5637451,100000000,Free,0,Teen,Social,2631,59.0
MEDICAL,4.7,4318,100000,Free,0,Everyone,Medical,2639,12.0
LIBRARIES_AND_DEMO,4.0,45,5000,Free,0,Everyone,Libraries & Demo,3175,0.822265625
GAME,4.4,306,10000,Free,0,Everyone,Adventure,2738,61.0
TOOLS,4.8,17,50,Free,0,Everyone,Tools,2721,6.7
PRODUCTIVITY,4.7,167406,1000000,Free,0,Everyone,Productivity,2642,18.0
TOOLS,4.3,27749,1000000,Free,0,Everyone,Tools,2646,16.0
GAME,4.5,73539,1000000,Free,0,Mature 17+,Role Playing,2632,96.0
DATING,3.0,2,100,Free,0,Mature 17+,Dating,2648,16.0
PRODUCTIVITY,3.6,64,10000,Free,0,Everyone,Productivity,2922,15.0
GAME,4.4,7614130,100000000,Free,0,Everyone,Casual,2639,70.0
GAME,4.3,10486018,500000000,Free,0,Everyone,Casual,2701,24.0
FAMILY,4.1,30,5000,Free,0,Everyone,Education;Education,2738,24.0
DATING,4.1,11633,500000,Free,0,Mature 17+,Dating,2641,23.0
COMMUNICATION,4.2,125232,10000000,Free,0,Everyone,Communication,3147,2.7
LIFESTYLE,3.7,6667,1000000,Free,0,Everyone,Lifestyle,2754,2.7
NEWS_AND_MAGAZINES,4.1,185058,10000000,Free,0,Teen,News & Magazines,2633,6.7
SPORTS,4.6,162933,5000000,Free,0,Everyone,Sports,2715,100.0
LIBRARIES_AND_DEMO,3.5,126862,10000000,Free,0,Everyone,Libraries & Demo,5021,0.609375
FAMILY,4.1,288523,10000000,Free,0,Everyone,Adventure;Education,2718,92.0
EDUCATION,4.6,56065,1000000,Free,0,Everyone,Education,2639,37.0
COMMUNICATION,5.0,3,100,Free,0,Everyone,Communication,3360,1.6
MEDICAL,3.8,568,50000,Free,0,Everyone,Medical,4285,42.0
LIBRARIES_AND_DEMO,4.3,332083,10000000,Free,0,Everyone,Libraries & Demo,2733,6.3
SPORTS,4.0,43611,1000000,Free,0,Everyone,Sports,2668,27.0
FAMILY,3.7,9296,500000,Free,0,Teen,Entertainment,2641,28.0
NEWS_AND_MAGAZINES,4.6,66407,1000000,Free,0,Teen,News & Magazines,2640,19.0
FAMILY,3.1,1242,50000,Free,0,Everyone,Education,2732,14.0
FAMILY,4.4,80927,1000000,Free,0,Everyone,Entertainment,2634,27.0
TOOLS,4.1,29,5000,Free,0,Everyone,Tools,3461,2.3
GAME,4.1,55380,5000000,Free,0,Everyone,Action,2641,39.0
GAME,4.4,1063,50000,Free,0,Teen,Adventure,2908,18.0
GAME,4.2,4569,100000,Paid,$0.99,Everyone,Arcade,4288,12.0
PERSONALIZATION,4.7,4856,50000,Paid,$2.49,Everyone,Personalization,2815,18.0
PHOTOGRAPHY,4.5,21841,1000000,Free,0,Everyone,Photography,2641,7.7
TOOLS,3.8,39,10000,Free,0,Teen,Tools,4017,0.3662109375
PRODUCTIVITY,4.3,12321,1000000,Free,0,Everyone,Productivity,3217,0.6962890625
TOOLS,3.0,4,1000,Free,0,Everyone,Tools,3501,2.0
FAMILY,3.2,513,100000,Free,0,Everyone,Simulation,2872,34.0
COMMUNICATION,4.1,132015,10000000,Free,0,Everyone,Communication,2647,25.0
MEDICAL,4.3,123,10000,Free,0,Everyone,Medical,2694,86.0
SPORTS,4.3,111809,10000000,Free,0,Everyone,Sports,2808,40.0
FAMILY,4.4,431,10000,Free,0,Everyone,Entertainment,3412,17.0
FAMILY,4.7,12784,1000000,Free,0,Everyone,Entertainment,2630,15.0
TRAVEL_AND_LOCAL,4.1,98,5000,Free,0,Everyone,Travel & Local,2648,2.0
TOOLS,4.4,192661,10000000,Free,0,Everyone,Tools,2658,8.5
TOOLS,4.4,51,5000,Free,0,Everyone,Tools,2705,2.1
FOOD_AND_DRINK,4.3,19314,1000000,Free,0,Everyone,Food & Drink,2634,43.0
TOOLS,4.7,3408,50000,Free,0,Everyone,Tools,2696,15.0
FAMILY,4.8,22290,500000,Free,0,Everyone,Puzzle,2629,13.0
FAMILY,3.7,6,1000,Free,0,Everyone,Education,2689,7.8
FAMILY,4.5,244039,5000000,Free,0,Everyone 10+,Role Playing,2691,46.0
PHOTOGRAPHY,3.0,1,10,Paid,$3.49,Everyone,Photography,2918,2.5
GAME,3.9,29990,1000000,Free,0,Teen,Action,2869,96.0
TOOLS,4.5,28030,1000000,Free,0,Everyone,Tools,2632,9.0
COMICS,4.7,2249,500000,Free,0,Everyone,Comics,2891,32.0
GAME,4.2,3946,100000,Free,0,Teen,Racing,3122,42.0
TRAVEL_AND_LOCAL,4.4,382,10000,Free,0,Everyone,Travel & Local,2814,12.0
TOOLS,3.3,47,5000,Free,0,Everyone,Tools,2771,18.0
FAMILY,4.6,2654,100000,Free,0,Everyone,Education,3270,6.7
BOOKS_AND_REFERENCE,4.4,22486,1000000,Free,0,Teen,Books & Reference,2689,5.4
GAME,4.5,10256,1000000,Free,0,Everyone,Action,2866,39.0
GAME,4.3,10493,1000000,Free,0,Mature 17+,Action,2633,50.0
FAMILY,4.1,27130,5000000,Free,0,Everyone,Simulation,2869,35.0
FAMILY,4.2,1405,10000,Paid,$1.20,Everyone,Puzzle,2690,9.5
TOOLS,2.2,605,1000000,Free,0,Everyone,Tools,2859,3.8
GAME,3.5,14823,1000000,Free,0,Teen,Action,3165,40.0
GAME,4.5,10434,1000000,Free,0,Everyone,Arcade,2654,18.0
FAMILY,3.8,16,100,Free,0,Everyone,Entertainment,2640,9.9
LIFESTYLE,3.5,6145,10000000,Free,0,Everyone,Lifestyle,3395,13.0
MEDICAL,3.1,253,50000,Free,0,Everyone,Medical,3321,4.2
NEWS_AND_MAGAZINES,4.5,76677,1000000,Free,0,Everyone 10+,News & Magazines,3066,4.6
SOCIAL,3.6,58,10000,Free,0,Everyone,Social,2985,15.0
TOOLS,4.6,20418,1000000,Free,0,Everyone,Tools,2748,4.3
LIFESTYLE,3.8,89,10000,Free,0,Everyone,Lifestyle,4623,0.9169921875
TOOLS,2.7,422,50000,Free,0,Everyone,Tools,2792,72.0
MEDICAL,4.0,122,10000,Free,0,Everyone,Medical,2652,0.95703125
LIFESTYLE,5.0,6,1000,Free,0,Everyone,Lifestyle,3452,2.3
LIBRARIES_AND_DEMO,4.3,375,10000,Free,0,Everyone,Libraries & Demo,2694,15.0
LIFESTYLE,4.5,53652,1000000,Free,0,Everyone,Lifestyle,2629,39.0
COMMUNICATION,4.4,2939,100000,Free,0,Everyone,Communication,2649,17.0
SPORTS,4.7,911995,10000000,Free,0,Everyone,Sports,2633,20.0
NEWS_AND_MAGAZINES,4.3,39,5000,Free,0,Everyone,News & Magazines,2738,4.2
MEDICAL,4.5,330,50000,Free,0,Everyone,Medical,2634,17.0
TOOLS,4.6,7775146,500000000,Free,0,Everyone,Tools,2635,17.0
FINANCE,5.0,4,100,Free,0,Everyone,Finance,2637,5.9
TRAVEL_AND_LOCAL,2.6,122,10000,Free,0,Everyone,Travel & Local,2687,11.0
VIDEO_PLAYERS,4.4,22,5000,Free,0,Everyone,Video Players & Editors,2781,19.0
SPORTS,4.5,1312936,10000000,Free,0,Everyone,Sports,2634,21.0
PRODUCTIVITY,4.4,162831,5000000,Free,0,Everyone,Productivity,2633,43.0
FINANCE,4.8,6,1000,Free,0,Everyone,Finance,2632,11.0
TOOLS,4.5,85387,1000000,Free,0,Everyone,Tools,2662,5.4
COMMUNICATION,3.8,15036,1000000,Free,0,Everyone,Communication,3729,0.2470703125
FAMILY,3.4,642,10000,Paid,$1.99,Everyone 10+,Arcade;Action & Adventure,3719,26.0
FAMILY,4.4,19245,1000000,Free,0,Everyone,Casual;Action & Adventure,2759,25.0
NEWS_AND_MAGAZINES,4.5,14221,1000000,Free,0,Teen,News & Magazines,3597,1.8
PRODUCTIVITY,4.6,57904,1000000,Free,0,Everyone,Productivity,2664,11.0
GAME,4.0,22435,1000000,Free,0,Teen,Action,2633,100.0
GAME,4.4,596,100000,Free,0,Everyone,Arcade,3168,44.0
PHOTOGRAPHY,4.7,1320,50000,Free,0,Everyone,Photography,2668,9.5
TOOLS,4.0,885,100000,Free,0,Everyone,Tools,3639,8.0
PHOTOGRAPHY,3.4,2332,100000,Free,0,Everyone,Photography,3702,1.6
GAME,4.2,250197,5000000,Free,0,Teen,Action,2653,44.0
MAPS_AND_NAVIGATION,3.3,8465,10000000,Free,0,Everyone,Maps & Navigation,2723,8.9
FINANCE,4.5,853,10000,Free,0,Everyone,Finance,2653,27.0
PERSONALIZATION,4.5,56,10000,Paid,$0.99,Everyone,Personalization,2666,26.0
FAMILY,3.7,452,100000,Free,0,Everyone,Entertainment,2813,30.0
LIFESTYLE,4.5,82,5000,Free,0,Everyone,Lifestyle,3735,8.7
MEDICAL,4.4,8,100,Paid,$12.99,Everyone,Medical,2640,6.5
MAPS_AND_NAVIGATION,3.4,168,10000,Free,0,Everyone,Maps & Navigation,2725,53.0
GAME,4.0,37789,1000000,Free,0,Teen,Adventure,2689,58.0
DATING,3.5,2593,500000,Free,0,Mature 17+,Dating,2640,5.0
GAME,4.6,216675,10000000,Free,0,Everyone,Word,2633,30.0
TOOLS,4.4,55,5000,Free,0,Everyone,Tools,2956,1.4
GAME,4.1,7904,500000,Free,0,Everyone 10+,Action,3277,21.0
BUSINESS,4.4,48,5000,Free,0,Everyone,Business,2658,54.0
NEWS_AND_MAGAZINES,4.7,10,1000,Free,0,Everyone,News & Magazines,2728,6.3
GAME,4.6,4108,10000,Paid,$17.99,Everyone 10+,Arcade,3594,13.0
GAME,4.3,1295606,100000000,Free,0,Everyone,Puzzle,2745,11.0
HEALTH_AND_FITNESS,4.4,15753,100000,Paid,$3.49,Everyone,Health & Fitness,2639,13.0
SPORTS,4.5,2371338,50000000,Free,0,Teen,Sports,3006,37.0
COMMUNICATION,4.6,71740,5000000,Free,0,Everyone,Communication,2668,5.8
GAME,4.5,5476569,100000000,Free,0,Teen,Action,2631,53.0
FAMILY,3.5,246,50000,Free,0,Teen,Casual,3310,35.0
MEDICAL,4.3,214,10000,Paid,$2.99,Everyone,Medical,4711,0.8779296875
BOOKS_AND_REFERENCE,3.4,116,5000,Paid,$4.60,Everyone,Books & Reference,3290,48.0
PRODUCTIVITY,4.3,37277,1000000,Free,0,Everyone,Productivity,2789,13.0
BUSINESS,4.4,2147,500000,Free,0,Everyone,Business,2863,2.2
ENTERTAINMENT,4.5,736864,10000000,Free,0,Teen,Entertainment,2827,20.0
BUSINESS,4.9,23,1000,Free,0,Everyone,Business,2726,28.0
PHOTOGRAPHY,4.0,802,100000,Free,0,Everyone,Photography,3088,5.1
MEDICAL,3.6,10,1000,Free,0,Everyone,Medical,2887,15.0
FAMILY,4.5,559597,10000000,Free,0,Teen,Simulation,2639,89.0
FAMILY,4.6,73919,500000,Paid,$2.99,Teen,Strategy,3988,40.0
FINANCE,2.9,204,10000,Free,0,Everyone,Finance,2717,29.0
ART_AND_DESIGN,4.7,3632,500000,Free,0,Everyone,Art & Design,2634,5.5
SPORTS,4.0,9971,1000000,Free,0,Everyone,Sports,2690,33.0
FAMILY,4.5,157322,5000000,Free,0,Teen,Entertainment,2841,9.2
PRODUCTIVITY,4.4,1188154,10000000,Free,0,Everyone,Productivity,2681,24.0
FAMILY,4.4,379415,10000000,Free,0,Everyone,Casual;Action & Adventure,2669,68.0
MEDICAL,1.8,30,500,Free,0,Everyone,Medical,3429,0.8662109375
GAME,4.3,1017408,10000000,Free,0,Teen,Adventure,2649,34.0
PHOTOGRAPHY,4.5,462702,10000000,Free,0,Everyone,Photography,2633,45.0
FINANCE,4.4,137,10000,Free,0,Everyone,Finance,4495,0.390625
SOCIAL,4.3,51504,5000000,Free,0,Teen,Social,2640,20.0
HEALTH_AND_FITNESS,4.6,20301,1000000,Free,0,Everyone,Health & Fitness,2710,22.0
PRODUCTIVITY,3.4,617,100000,Free,0,Everyone,Productivity,2739,46.0
GAME,4.4,3017,500000,Free,0,Mature 17+,Adventure,2844,39.0
FAMILY,3.8,28,1000,Free,0,Teen,Education,2915,4.1
FAMILY,4.1,3654,100000,Free,0,Teen,Puzzle,3107,25.0
GAME,4.6,14989,500000,Free,0,Teen,Card,2659,78.0
TOOLS,3.9,18513,10000000,Free,0,Everyone,Tools,2730,6.1
